IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,ATK,158574,,,,,19,4,ATK,158574,,,19,4,21,6,55,PM,11,0,0,0,0,,DOWAGIAC,0179.4,26,0,3,1,0,E,364,3,0,2,Y,,5,,1,AMT,54558,2,N,AMT,54558,0,,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,14665,0,M406,,0,0,0,0,M406,1,5,0,14665,,26C027,0,0,0,1,1,1,1,3,50,3,50,1,4,,6,,,,191,,2019,0,0,0,0,0,0,CASS,27,,,,Y,CWR,,TRAIN 364 WAS DELAYED DEPARTING DOWAGIAC STATION DUE TO A BATTERY FIRE ON C/54558.  ONCE FIRE WAS EX,TINGUISHED,THE CREW WAS ABLE TO ISOLATE THE POWER IN C/54558 AND RESTORE HEP ON THE TRAIN.,,,,,,,,,,,,,,0,4.198.083,-8.610.889,1,1,,,,SOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,WC,1007593,,,,,19,7,WC,1007593,,,19,7,31,1,30,PM,01,2,0,0,0,,MANISTIQUE,388.50,26,74,2,1,24,R,A451,1,7465,1,Y,TR MANISTIQUE 388.00,3,Jun 31,1,FURX,922659,50,Y,FURX,922659,50,Y,1,0,1,0,0,0,0,1,0,0,55,0,31,0,0,6,0,1,0,0,9360,104165,M204,,0,0,0,0,M204,1,3,24,113525,,26C153,0,0,0,1,0,1,0,3,5,3,5,1,4,,6,,,,75,,2019,0,0,0,0,0,0,SCHOOLCRAFT,153,,,,N,CWR,000-000-000,AT 1330 EDT ON JULY 31ST TRAIN A45181-31 DERAILED 7 CARS AND THEIR DP UNIT.,,,,,,,,,,,,,,,0,45.968.724,-86.230.469,1,2,P,,,MANISTIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,UP,0219MA011,,,,,19,2,UP,0219MA011,,,19,2,7,9,4,AM,01,2,2,0,0,,DEXTER,141.4,29,66,2,3,20,R,ZG4M,1,5203,1,Y,SINGLE MAIN TRACK,2,46.5,1,DTTB,787631,72,Y,,,0,,3,0,0,0,0,0,0,0,0,0,87,0,0,0,0,14,0,0,0,0,610116,183870,M105,,0,0,0,0,M105,1,2,20,793986,,29C207,0,0,0,1,0,1,0,8,4,8,4,1,6,,1,,,,210,,2019,0,0,0,0,0,0,STODDARD,207,,,,N,CWR,000-000-000,THE ZMQG4-06 WAS IN THROTTLE 2 TRAVELING APPROXIMATELY 20 MPH WHEN TRAIN WENT INTO EMERGENCY.  CONDU,CTOR WALKED BACK AND FOUND 14 CARS HAD DERAILED.  CAUSE OF DERAILMENT WAS DETERMINED TO BE STRAIGHT,LINE WIND.,,,,,,,,,,,,,0,36.794.431,-89.961.852,1,1,Q,,,HOXIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,CMR,8142019,,,,,19,8,CMR,8142019,,,19,8,14,3,0,PM,01,0,0,0,0,,ST ALBANS,41,29,90,2,1,10,E,HLCX,3,2750,1,Y,,2,,1,DSIX,11101,1,Y,,,0,,2,0,0,0,0,1,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,13110,H503,H503,0,0,0,0,H503,1,2,10,13110,,29C071,0,0,0,1,,1,,11,,6,,1,6,,3,,,,229,,2019,0,0,0,0,0,0,FRANKLIN,71,,,,N,CWR,000-000-000,AT AROUND MP 41 ON A CURVE, FELD STACK AS CREW ROUNDED THE CURVE AND IMMEDIATLY PLACEDS ENGINE IN EM,ERGENCY ONCE REALIZED THERE WAS NOT NORMAL SLACK.  6 CARS DERAILED ON THE MAIN IN AN S CURVE. ENGINE,ER THEN CUT THE ENGINES AWAY.,,,,,,,,,,,,,0,3.823.433,-91.080.709,2,2,,,,STALBANS,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,ATK,158461,,,,,19,4,IC,994355,,299860Y,19,4,11,12,18,PM,07,0,0,0,0,,WESSON,0774.3,28,81,2,1,70,E,59,2,0,2,Y,SINGLE MAIN,4,,1,AMT,139,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18266,0,M308,,0,0,0,0,M308,1,4,70,18516,,28C029,0,0,0,1,0,1,1,1,28,3,48,1,3,,6,,,,267,,2019,0,0,0,0,0,0,COPIAH,29,,,,Y,CWR,,TRAIN 59 OPERATING WITH LOCOMOTIVE E/139 AND 7 CARS STRUCK AN OCCUPIED UTILITY VAN AT MP 774.37, COL,LIER ST CROSSING.  THE VEHICLE OPERATED INTO PATH OF THE TRAIN, THROUGH THE CROSSING WITH AMPLE PROT,ECTION CAUSING THE VAN TO SPIN AND STRIKE ANOTHER OCCUPIED VEHICLE.,,,,,,,,,,,,,0,31.698.866,-90.397.942,1,1,Q,,,MCCOMB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,BNSF,MT1219103,,,,,19,12,BNSF,MT1219103,,,19,12,8,1,19,PM,01,28,3,0,0,,STANLEY,54.4,38,5,2,6,10,R,LMON,4,3580,1,Y,6535,1,,2,GATX,57168,32,Y,,,0,,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,156981,7800,H307,H303,0,0,0,0,H307,2,1,10,164781,,38C061,0,0,0,1,0,1,1,7,19,7,19,1,8,,1,,,,176,,2019,0,0,0,0,0,0,MOUNTRAIL,61,,,,N,OTH,000-000-000,L-MON8332-08 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 6535 DUE TO FAILURE TO CONTROL SHOVE MOVE,IN TURN RUNNING THROUGH OVER A DERAIL. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,48.318.957,-102.393.066,2,5,K,,,GLASGOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119GL011,,,,,19,11,UP,1119GL011,,,19,11,12,8,15,PM,01,0,0,0,0,,GRAND ISLAND,145.2,31,31,4,1,8,R,LCB5,4,3628,1,Y,YARD 004,1,,2,UP,4047,1,,,,0,,1,0,0,0,0,1,0,0,0,0,19,0,35,0,0,3,0,2,0,0,36227,87725,H703,,0,0,0,0,H703,2,1,8,123952,,31C079,0,0,0,1,0,1,1,11,15,11,15,1,6,,1,,,,701,,2019,0,0,0,0,0,0,HALL,79,,,,N,CWR,000-000-000,LCB53-12 CREW PULLED INTO GRAND ISLAND YARD OFF MAIN 2 AT MP 145.  AS THE CREW TRAVERSED DOWN THE EA,ST LEAD, THE REAR TRUCKS ON THE REAR LOCOMOTIVE AND FIRST FIVE CARS DERAILED AFTER THE SWITCH BETWEE,N 4 AND 718 TRACK.  THE CREW WAS LINED PROPERLY ON A FACING POINT SWITCH DOWN 4 TRACK/THE REMAINDER,OF THE EAST LEAD.  AFTER THE FIRST TWO LOCOMOTIVES PROPERLY CAME OVER THE SWITCH, THE SWITCH OPENED,UP DERAILING THE REAR TRUCKS ON THE THIRD LOCOMOTIVE AND THE FIRST FIVE CARS.  AFTER INVESTIGATION,,IT WAS DETERMINED THAT THE LAST CREW TO OPERATE THE SWITCH WAS A NCRC CREW WORKING IN GRAND ISLAND Y,ARD.  THE HOOK OF THE SWITCH WAS NOT PLACED INSIDE THE HASP OF THE SWITCH TO PREVENT SWITCH MOVEMENT,.,,,,,,,,0,40.937.223,-9.831.354,2,5,,,,KEARNEY SUB,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119GP023,,,,,19,11,UP,1119GP023,,,19,11,18,6,45,AM,01,0,0,0,0,,NORTH PLATTE,286.8,31,37,1,2,7,E,YNP4,4,7265,7,Y,YARD 407,2,,2,TTZX,87111,4,N,,,0,,2,0,0,0,0,0,0,0,0,0,42,0,60,0,0,1,0,0,0,0,7022,10396,H506,,0,0,0,0,H506,2,2,7,17418,,31C111,0,0,0,2,0,0,0,6,46,,,1,6,,1,,,,501,,2019,0,0,0,0,0,0,LINCOLN,111,,,,N,OTH,000-000-000,YNP40R-17 CONDUCTOR MADE A HOOK IN FORWARDER 10, DROPPED THE RETARDER AND UNTIED BRAKES.  HE BEGAN H,IS SECOND SHOVE BY STARTING AT COUPLE SPEED AND LISTENED FOR THE SLACK TO BUNCH,THEN HE WAITED 15-2,0 SECS FOR THE ENTIRE CONSIST TO BUNCH BEFORE SLOWLY NOTCHING SPEED TO 7 MPH AS PER PROPER TRAIN HAN,DLING.  SHORTLY AFTER RAMPING UP TO 7 MPH HE HEARD SOMEONE TELL HIM TO STOP.  CONDUCTOR STOPPED IMME,DIATELY AFTER AND NOTICED THAT A LUMBER CAR WAS DERAILED IN THE DIRT ON THE EAST END OF FORWARDER 10,.,,,,,,,,,,3,41.150.311,-100.809.767,2,5,,,,NORTH PLATTE TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,BNSF,TC0119110,,,,,19,1,BNSF,TC0119110,,,19,1,14,2,56,PM,01,0,0,0,0,,MANDAN,199.3,38,25,2,1,4,E,CBTM,4,0,8,Y,2199,1,,2,BNSF,5993,1,,,,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,1500,H307,H702,0,0,0,0,H307,2,1,4,16500,,38C059,0,0,0,1,0,1,0,3,56,3,56,1,8,,1,,,,310,,2019,0,0,0,0,0,0,MORTON,59,0,0,,N,OTH,000-000-000,C-BTMCOB0-04 DERAILED 1 LOCOMOTIVE IN YARD TRACK 2199 WHILE OPERATING LIGHT ENGINES. AFTER SHOVING T,HROUGH AND IMPROPERLY LINED SWITCH, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE,TO CONTROL SHOVE MOVE IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIAL WAS,RELEASED.,,,,,,,,,,,,0,4.682.805,-100.872.803,2,5,K,,,JAMESTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119GL034,,,,,19,11,UP,1119GL034,,,19,11,27,8,0,PM,01,105,11,0,0,,CENTRAL CITY,125.2,31,17,4,3,7,R,UEY8,4,13709,1,Y,EAST PASS,1,,3,TILX,352499,56,Y,,,0,,3,0,0,0,0,0,0,0,0,0,107,0,0,0,0,11,0,0,0,0,72627,119729,T202,,0,0,0,0,T202,3,1,7,192356,,31C121,0,0,0,1,0,1,0,3,55,3,55,1,6,,1,,,,221,,2019,0,0,0,0,0,0,MERRICK,121,,,,N,CWR,000-000-000,UEY8DD-27,HAD 11 CARS DERAIL DUE TO BROKEN RAIL.  MAX SPEED WAS 7 MPH IN NOTCH 4, AND TRAIN WENT IN,TO EMERGENCY AT 5 MPH.  BROKEN RAIL DEFECT WAS UNNOTICEABLE OF CAMERAS AND DERAILMENT OCCURRED 55 CA,RS FROM THE HEAD END.,,,,,,,,,,,,,0,41.112.197,-98.009.448,2,5,,,,COLUMBUS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119GP011,,,,,19,11,UP,1119GP011,,817511V,19,11,8,12,57,PM,07,0,0,0,0,,SHELTON,170.23,31,48,2,1,29,R,MVPN,4,16023,1,Y,MAIN LINE 1,5,62.5,1,UP,5481,1,,,,0,,3,0,0,0,1,1,0,0,0,0,122,0,42,0,0,0,0,0,0,0,12643,16400,M303,,0,0,0,0,M303,1,5,29,29043,,31C019,0,0,0,1,0,1,0,7,12,7,12,1,6,,1,,,,212,,2019,0,0,0,0,0,0,BUFFALO,19,,,,N,CWR,000-000-000,MVPNP-07,TRAVELING WESTBOUND AT 29 MPH, STRUCK A TRACTOR TRAILER CARRYING A WIND MILL MOTOR AT THE,MP 170.23 CROSSING KEARNEY SUBDIVISION.  THE COLLISION RESULTED IN THE DERAILMENT OF THE LEAD LOCOMO,TIVE UP5481.,,,,,,,,,,,,,0,40.778.251,-98.740.903,1,1,Q,J,A,KEARNEY SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,BNSF,HL0319106,,,,,19,3,BNSF,HL0319106,,,19,3,8,5,55,AM,01,0,0,0,0,,SPRINGFIELD,238.0,29,40,1,1,4,E,YSPM,3,0,8,Y,1298,1,,2,BNSF,5635,2,,,,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,28560,H307,H702,0,0,0,0,H307,2,1,4,29060,,29C077,0,0,0,1,0,1,0,6,54,6,54,1,6,,1,,,,191,,2019,0,0,0,0,0,0,GREENE,77,,,,N,OTH,000-000-000,Y-SPM7321-07 DERAILED 1 LOCOMOTIVE WHILE SHOVING YARD TRACK 1298 DUE TO FAILURE TO CONTROL SHOVE MOV,E IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,37.229.782,-93.300.982,2,5,K,,,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,UP,0219HL034,,,,,19,2,UP,0219HL034,,,19,2,26,3,59,AM,01,0,0,0,0,,KANSAS CITY,277.01,29,24,4,2,2,E,YKC2,3,4218,7,Y,TRACK 104,1,,2,CP,556387,5,N,CP,556387,5,N,2,0,0,0,0,0,0,0,0,0,12,0,71,0,0,0,0,2,0,0,10907,34911,E06C,,0,0,0,0,E06C,2,1,2,45818,,29C095,0,0,0,2,0,0,0,5,29,,,1,6,,1,,,,338,,2019,0,0,0,0,0,0,JACKSON,95,0,0,,N,CWR,000-000-000,THE YKC20R-25 WAS HUMPING A CUT OF 100 CARS OFF OF 104 TRACK WHEN THE CREW HAD TO STOP ON A HOLD POI,SON CAR.  ONCE THAT CAR WAS RELEASED AND THE LEAD WAS CLEAR, THEY ATTEMPTED TO CONTINUE HUMPING.  WI,TH THE HUMP SYSTEM ENGAGED, THE CUT OF CARS WOULD NOT MOVE.  UPON INSPECTION,THERE WERE 2 CARS DERA,ILED DOWN IN THE CUT, NEAR THE ENGINE.,,,,,,,,,,,,3,39.114.005,-94.481.487,2,5,K,,,K C METRO NEFF YD,,,,,,,,,,,,,,,,,,,,,,,,
19,2,KCS,19020101,,,,,19,2,KCS,19020101,,,19,2,1,12,5,AM,01,0,0,0,0,,KANSAS CITY,0002.5,29,22,4,2,7,E,2GKC,2,0,8,Y,901 WORK LEAD,1,,2,KCS,4611,2,N,,,0,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18767,5917,H306,H702,0,0,0,0,H306,2,1,7,24684,,29C095,0,0,0,1,0,1,0,8,5,8,5,1,6,,1,,,,198,,2019,0,0,0,0,0,0,JACKSON,95,0,0,,N,OTH,000-000-000,CREW FAILED TO LINE BOTH ENDS OF CROSSOVER FROM WORK LEAD TO 901 & DID NOT PROTECT SHOVE THRU SWITCH,RESULTING IN A RUN-THRU SWITCH & WHEN PULLED FORWARD THEY DERAILED.  MP 2.5 PITTSBURG SUBDIVISION,,,,,,,,,,,,,,0,39.129.222,-94.533.232,2,5,K,,,PITTSBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,KCS,19022802,19,2,CP,1000946766,19,2,KCS,19022802,,,19,2,28,10,0,AM,12,0,0,0,0,,KANSAS CITY,0004.0,29,23,2,2,0,,,3,0,,,KNOCHE TRACK 9,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H020,,0,0,0,0,H020,2,1,4,36000,,29C095,0,0,0,,,,,,,,,2,6,,1,,,,198,,2019,0,0,0,0,0,0,JACKSON,95,,,,,OTH,000-000-000,CPRS CREW FAILED TO SECURE TRACK 9 & THEY KICKED CARS INTO TRACK 9 & CARS ROLLED OUT THE EAST END &,DAMAGED 2 CARS. CPRS CONSIST INCLUDED 2 KCS CARS WITH EQUIP DAMAGE OF $36,000.  MP 4 PITTSBURG SUB,,,,,,,,,,,,,,,39.128.761,-94.517.204,2,5,K,,,PITTSBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,NS,135137,,,,,19,8,GMC,INDUSTRY,,,19,8,17,12,45,AM,01,0,0,0,0,,WENTZVILLE,S043.3,29,74,4,1,7,R,DW26,3,545,1,Y,GM LEAD DIVIDE TRACK,1,0,4,CN,712148,8,N,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,25346,0,T313,,0,1,0,1,T313,4,1,7,25346,,29C183,1,0,0,1,0,1,0,3,15,3,15,1,6,,1,,,,189,,2019,0,1,0,0,0,0,ST CHARLES,183,,,,N,OTH,000-000-000,DW26 WHILE SHOVING EAST WITH NS 5299, TEN EMPTIES,545 TONS,937 FEET DERAILED CN 712148,WHEELS R1,,R2,L1,L2, WHILE OPERATING OVER THE DIVIDE SWITCH INTO THE GENERAL MOTORS OUTBOUND RAMP.,,,,,,,,,,,,,,0,38.812.018,-90.828.953,2,5,K,,,ILLINOIS,,,,,,,,,,,,,,,,,,,,
19,8,NS,135039,,,,,19,8,NS,135039,,,19,8,8,4,56,PM,01,0,0,0,0,,WENTZVILLE,S042.3,29,85,3,1,4,R,D99D,3,1823,1,Y,EAST LEAD CROSS OVER,1,0,2,TTGX,716418,21,Y,,,0,,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,2463,20818,T317,,0,0,0,0,T317,2,1,4,23281,,29C183,0,0,0,1,0,1,0,1,57,1,57,1,6,,1,,,,116,,2019,0,0,0,0,0,0,ST CHARLES,183,,,,N,OTH,000-000-000,NS TRAIN D99D708 DERAILED 3 LOADED AUTO RACKS WHILE PULLING THROUGH THE EAST LEAD CROSSOVER DUE TO A,DEFECTIVE FROG.,,,,,,,,,,,,,,0,38.809.845,-90.810.653,2,5,K,,,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,KCS,19122601,19,12,BNSF,HL1219113,19,12,KCS,19122601,,,19,12,26,6,30,AM,01,0,0,0,0,,KANSAS CITY,0003.0,29,37,1,2,0,,,4,0,,,126,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971,H607,H702,0,0,0,0,H607,2,1,5,10717,,29C095,0,0,0,0,0,0,0,,,,,1,6,,1,,,,125,,2019,0,0,0,0,0,0,JACKSON,95,0,0,,,OTH,000-000-000,BNSF CREW RAN THRU 126 SWITCH & THEN SHOVED BACK THRU & DERAILED 2 CARS.  BNSF EQUIP DAMAGE $2,746 M,P 3 PITTSBURG SUBDIVISION,,,,,,,,,,,,,,,39.129.125,-94.525.865,2,5,K,,,PITTSBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119HL004,,,,,19,11,UP,1119HL004,,,19,11,4,1,50,AM,13,0,0,0,0,,SEDALIA,189.3,29,48,4,1,40,E,WIMN,4,13200,4,Y,SINGLE MAIN TRACK,4,29.0,1,HZGX,7015,62,Y,HZGX,7015,62,Y,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,107651,E44C,,0,0,0,0,E44C,1,4,40,107751,,29C159,0,0,0,1,0,1,0,2,50,2,50,1,6,,1,,,,227,,2019,0,0,0,0,0,0,PETTIS,159,,,,N,CWR,000-000-000,WIMNTZ-01 EXPERIENCED EMERGENCY APPLICATION.  CONDUCTOR WALKED TRAIN AND FOUND HZGX7015 HAD TRUCK/BO,LSTER DAMAGE.  LEAD WHEEL TRUCK/BOLSTER HAD BROKEN AND WAS DRAGGING ON THE GROUND ON TOP OF L3.  ALL,WHEELS STAYED ON THE RAIL.,,,,,,,,,,,,,0,38.712.514,-93.234.984,1,1,Q,J,,SEDALIA SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,NS,134240,,,,,19,6,NS,134240,,,19,6,7,4,0,PM,01,0,0,0,0,,OLD FORT,S110.7,37,72,3,2,9,R,123P,3,5398,1,Y,OLD FORT SIDING,2,9,3,BNGX,20086,41,N,,,0,,3,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,2,0,0,2936,14241,T207,,0,0,0,0,T207,3,2,9,17177,,37C111,0,0,0,1,0,1,0,2,50,2,50,1,3,,1,,,,63,,2019,0,0,0,0,0,0,MCDOWELL,111,,,,N,CWR,000-000-000,123P805 HEADED EASTBOUND,DERAILED BNGX 020086 AND BNGX 020108.,,,,,,,,,,,,,,,0,35.631.147,-82.174.871,1,1,L,,,PIEDMONT,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,MDS,19070202R1,,,,,19,2,MDS,19070202R1,,,19,2,7,1,36,PM,01,0,0,0,0,,SHUBUTA,100.7,28,82,2,3,5,E,MEWA,2,520,1,Y,SINGLE MAIN TRACK,1,1,1,CEFX,319391,27,Y,,,0,,2,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,0,0,15000,275000,T202,,0,0,0,0,T202,1,1,5,290000,,28C023,0,0,0,1,0,1,0,6,36,6,36,1,3,,3,,,,455,,2019,0,0,0,0,0,0,CLARKE,23,,,,N,OTH,000-000-000,TRAIN ME-WA07 WAS TRAVELING RAILROAD SOUTH FROM MERIDIAN TO WAYNESBORRO.  THE FIRST INDICATION OF A,PROBLEM WAS WHEN THE AIR BRAKES WENT TO EMERGENCY STOP.  LOOKING IN THE MIRROR THE ENGINEER CAN SEE,CARS FALLING OFF THE TRUCK.  UPON INSPECTION, THE RAIL BROKE ,PIECED THE BOTTOM OF CEFX 319391, AND,LIFTED IF OFF THE TRACK.  THE NEST FOUR CARS WHERE PULLED OFF THE TRACK.  4 RAILCARS ROLLED OVER.,1 RAIL CAR WAS RE-RAILED.  331 FT OF TRACK WAS DAMAGED.,,,,,,,,,,,0,3.191.515,-8.871.065,2,3,L,,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,KCS,19010901,,,,,19,1,KCS,19010901,,,19,1,9,1,0,PM,12,22,0,0,0,,PEARL,0091.4,28,57,2,1,4,E,RJA1,3,5016,7,Y,ZONE 3 TRACK 4,X,,2,GATX,18652,51,Y,,,0,,2,0,0,0,0,0,0,0,0,0,35,0,16,0,0,0,0,0,0,0,20000,0,H318,,0,0,0,0,H318,2,X,4,29746,,28C121,0,0,0,1,0,1,1,6,,6,,1,3,,1,,,,178,,2019,0,0,0,0,0,0,RANKIN,121,0,0,,N,OTH,017-000-000,CONDUCTOR LET CARS DRIFT INSTEAD OF SHOVING TO COUPLE CARS.  THIS CAUSED CARS TO ROLL OUT ON EAST EN,D INTO SWITCH CARS BEING SWITCHED FROM EAST END.  MP 91.4 MERIDIAN SUBDIVISION,,,,,,,,,,,,,,0,3.225.576,-90.145.661,2,5,K,,,MERIDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,KCS,19010901,,,,,19,1,KCS,19010901,,,19,1,9,1,0,PM,12,0,0,0,0,,JACKSON,0091.4,28,57,2,1,3,E,CUT1,3,318,6,,ZONE 3 TRACK 4,X,,2,LRS,7966,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9746,0,H318,,0,0,0,0,H318,2,X,4,29746,,28C121,0,0,0,0,0,0,0,,,,,3,3,,1,,,,178,,2019,0,0,0,0,0,0,RANKIN,121,0,0,,N,OTH,000-000-000,CONDUCTOR LET CARS DRIFT INSTEAD OF SHOVING TO COUPLE CARS.  THIS CAUSED CARS TO ROLL OUT ON EAST EN,D INTO SWITCH CARS BEING SWITCHED FROM EAST END.  MP 91.4 MERIDIAN SUBDIVISION,,,,,,,,,,,,,,0,3.225.576,-90.145.661,2,5,K,,,MERIDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,ATK,157253,,,,,19,1,IC,989214,,,19,1,19,12,20,PM,09,0,0,0,0,,BROOKHAVEN,0778.6,28,63,2,2,68,E,59,2,0,2,Y,MAIN 1,4,,1,AMT,173,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19119,0,M404,,0,0,0,0,M404,1,4,68,19119,,28C085,0,0,0,1,0,1,1,1,30,3,50,1,3,,6,,,,153,,2019,0,0,0,0,0,0,LINCOLN,85,,,,Y,CWR,,TRAIN 59 OPERATING WITH LOCOMOTIVE E/173 AND 7 CARS STRUCK A TREE AT MP 778.6 CAUSING DAMAGE TO LEAD,LOCOMOTIVE E/173.  THERE WERE NO INJURIES TO REPORT.,,,,,,,,,,,,,,0,31.649.439,-90.416.885,1,1,Q,,,MCCOMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,CSX,184500,,,,,19,7,CSX,184500,,,19,7,31,10,9,AM,01,5,0,0,0,,LUCAMA,0143.6,37,94,2,1,34,R,Q470,2,3968,1,Y,SINGLE MAIN,4,0038.1,1,GATX,54201,6,Y,GATX,54201,6,Y,2,0,0,0,0,0,0,0,0,0,10,0,94,0,0,1,0,0,0,0,34217,346,E53C,,0,0,0,0,E53C,1,4,34,34563,,37C195,0,0,0,1,0,1,0,9,9,9,9,1,3,,1,,,,171,,2019,0,0,0,0,0,0,WILSON,195,,,,N,CWR,000-000-000,Q47031 TRAVELING NORTH RECEIVED A HOT BOX DEFECT DETECTOR, UPON RECEIVING THE MESSAGE THE TRAIN WENT,INTO EMERGENCY,CONDUCTOR WALKED TRAIN AND FOUND THE 6TH CAR DERAILED.,,,,,,,,,,,,,,0,35.647.363,-78.004.572,1,1,,,,SOUTH END,,,,,,,,,,,,,,,,,,,,,,,,,,
