"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","03","UP","0319GP006","","","","","19","03","UP","0319GP006","","","19","03","04","4","11","PM","12","0","0","0","0","","NORTH PLATTE","288.0","31","14","2","1","000","E","","","132","6","N","YARD 109","2","","2","CRYX","005011","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","492","0","M411","H312","0","0","0","0","M411","2","2","004","18025","","31C111","0","000000","0","0","0","0","0","","","","","1","6","","1","","","","104","","2019","0","0","0","0","0","0","LINCOLN","111","00","00","","N","OTH","000-000-000","YNP06R-04, BYPASSED COUPLERS BETWEEN THE TTZX84755 AND THE CRYX5011, CAUSING THE DERAILMENT OF SIX C","ARS.","","","","","","","","","","","","","","0","41.147688","-100.833722","2","5","","","","NORTH PLATTE TERMINA",
"19","07","BNSF","HL0719120","","","","","19","07","BNSF","HL0719120","","","19","07","30","9","10","AM","01","0","0","0","0","","LINCOLN","53.9","31","85","2","1","006","E","YHAV","3","4598","7","Y","3001","1","","2","BNSF","761161","063","Y","","","000","","2","0","0","0","0","0","0","0","0","0","28","0","46","0","0","6","0","0","0","0","16808","45000","T314","","0","0","0","0","T314","2","1","006","61808","","31C109","0","000000","0","1","0","1","1","10","09","10","09","1","6","","1","","","","143","","2019","0","0","0","0","0","0","LANCASTER","109","","","","N","OTH","000-000-000","Y-HAV3571-29 DERAILED 6 RAILCARS WHILE PULLING OUT OF YARD TRACK 3001 DUE TO A BROKEN TRACK SWITCH P","OINT. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","40.864897","-96.627524","2","5","K","","","CRESTON",
"19","04","BNSF","PR0419109","","","","","19","04","BNSF","PR0419109","","","19","04","12","2","25","AM","01","0","0","0","0","","HASTINGS","4.0","31","25","4","1","010","R","GCCD","3","16281","1","Y","SINGLE MAIN TRACK","2","5.56","1","BNSF","473789","115","Y","","","000","","2","0","0","0","1","0","0","0","0","1","114","0","0","0","0","2","0","0","0","0","75945","2500","T215","","0","0","0","0","T215","1","2","010","78445","","31C001","0","000000","0","1","0","1","0","05","07","05","07","1","6","","1","","","","192","","2019","0","0","0","0","0","0","ADAMS","001","","","","N","CWR","000-000-000","G-CCDCPA9-09 DERAILED 1 LOCOMOTIVE AND 2 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO A TRACK","BROKEN JOINT BAR. APPROXIMATELY 150 GALLONS OF DIESEL FUEL WAS RELEASED FROM THE LOCOMOTIVE.","","","","","","","","","","","","","","0","40.540069","-98.425013","2","2","P","","","LESTER",
"19","05","UP","0519GP035","","","","","19","05","UP","0519GP035","","","19","05","15","9","28","PM","13","0","0","0","0","","NORTH PLATTE","289.0","31","75","4","2","000","E","","","140","5","N","YARD 198","1","","2","CEFX","013810","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","11606","0","M411","","0","0","0","0","M411","2","1","000","11606","","31C111","0","000000","0","0","0","0","0","","","","","1","6","","1","","","","58","","2019","0","0","0","0","0","0","LINCOLN","111","","","","N","OTH","000-000-000","CAR CEFX13810 FOUND DAMAGED ON INSPECTION.  NO DERAILMENT.","","","","","","","","","","","","","","","0","41.14932","-100.852771","2","5","","","","NORTH PLATTE TERMINA",
"19","03","BNSF","HL0319115","","","","","19","03","BNSF","HL0319115","","","19","03","16","4","10","PM","01","0","0","0","0","","LINCOLN","3.3","31","41","2","1","004","E","YLIN","4","1732","7","Y","732","1","","2","ADMX","007286","022","Y","","","000","","2","0","0","0","0","0","0","0","0","0","16","0","4","0","0","2","0","0","0","0","5000","11000","H307","H702","0","0","0","0","H307","2","1","004","16000","","31C109","0","000000","0","0","0","1","2","","","01","18","1","6","","1","","","","281","","2019","0","0","0","0","0","0","LANCASTER","109","00","00","","N","OTH","000-000-000","RCO Y-LIN2022-16 DERAILED 2 RAILCARS IN YARD TRACK 732. AFTER SHOVING THROUGH AND IMPROPERLY LINED S","WITCH, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO CONTROL SHOVE MOVE IN TUR","N RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIAL WAS RELEASED.","","","","","","","","","","","","","3","40.808108","-96.760148","2","5","K","","","CRESTON",
"19","03","ATK","158189","","","","","19","03","ATK","158189","","","19","03","25","9","50","PM","09","0","0","0","0","","BOWIE","0120.5","24","45","4","1","115","R","2171","2","0","2","Y","TRACK 3","7","","1","AMT","002034","001","","","","000","","1","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","29644","0","M501","","1","0","1","0","M501","1","7","115","29644","","24C033","0","000000","1","1","0","1","1","09","27","09","27","1","2","","6","","","","202","","2019","0","0","0","0","1","0","PRINCE GEORGE'S","033","","","","Y","CWR","","HSP TRAIN 2171 OPERATING WITH CAMERA-EQUIPPED POWER CAR 2034 IN THE LEAD, 6 CARS AND CAMERA-EQUIPPED","POWER CAR 2032 TRAILING, FATALLY STRUCK A TRESPASSER AT MP 120.5 CAUSING FIBERGLASS NOSE CONE DAMAG","E.","","","","","","","","","","","","","0","39.011235","-76.773181","1","1","A","D","J","NEC",
"19","04","BNSF","MT0419101","","","","","19","04","BNSF","MT0419101","","","19","04","02","3","45","PM","09","0","0","0","0","","LIBBY","1280.2","30","50","2","1","000","E","J630","3","21","A","N","SINGLE MAIN TRACK","4","99.67","1","BNXX","630023","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","254000","0","H317","","0","0","0","0","H317","1","4","010","770012","","30C053","0","000000","0","0","0","0","0","","","","","3","8","","1","","","","301","","2019","0","0","0","0","0","0","LINCOLN","053","00","00","","N","CWR","000-000-000","MAINTENANCE OF WAY HAD A RAILCAR ROLL OUT ON A SINGLE MAIN TRACK RESULTING IN IMPACTING A HYRAIL VEH","ICLE AND OTHER MAINTENANCE OF WAY EQUIPMENT RESULTING IN THE RAILCAR AND EQUIPMENT DERAILED AND SIGN","IFICANT DAMAGES. THE CAUSE WAS CUTTING OFF EQUIPMENT IN MOTION. NO HAZARDOUS MATERIALS WERE RELEASED",".","","","","","","","","","","","","0","48.364143","-114.996205","1","1","Q","","","KOOTENAI RIVER",
"19","06","ATK","159339","","","","","19","06","ATK","159339","","","19","06","03","11","20","PM","05","0","0","0","0","","BALTIMORE","0092.7","24","50","4","1","005","E","A143","2","0","A","Y","MAIN PW LINE 3","3","","1","TCA","014317","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","5000","7975","E29C","","0","1","0","1","E29C","1","3","005","12975","","24C510","1","000000","0","1","0","0","0","03","30","","","1","2","","6","","","","401","","2019","0","1","0","0","0","0","BALTIMORE CITY","510","","00","","N","CWR","","AS THE BALLAST REGULATOR TRAVERSED THE OVERHEAD BRIDGE THE RIGHT WING (NORTH SIDE OF EQUIPMENT) APPE","ARED TO STRIKE THE BRIDGE RAILS CAUSING THE TCA 14317 TO DERAIL.  THE RIGHT WING WAS NOT IN THE LOCK","ING POSITION.  SEVERAL TIES WERE DAMAGED, 11 WERE REPLACED AT THE TIME OF INCIDENT WITH MORE TO FOLL","OW.  TCA14317 SUSTAINED DAMAGE TO THE RIGHT WING AND THE SWEEPING PLATE ON THE RIGHT SIDE IS MISSING",".","","","","","","","","","","","0","39.297176","-76.551591","1","1","L","","","SOSS",
"19","08","NS","135326","","","","","19","08","NS","135326","","","19","08","30","3","10","PM","12","0","0","0","0","","BALTIMORE","IP001.","24","72","2","1","006","E","H02H","1","698","1","Y","TRAPPE ROAD TRACK","1","0000","2","CNA","712947","005","Y","","","000","","1","0","0","0","0","0","0","0","0","0","7","0","6","0","0","0","0","0","0","0","64152","0","H996","","0","0","0","0","H996","2","1","006","64152","","24C005","0","000000","0","1","0","1","0","07","10","07","10","1","2","","1","","","","358","","2019","0","0","0","0","0","0","BALTIMORE","005","00","00","","N","OTH","000-000-000","H02H030 WITH 7 LOADS AND 6 EMPTIES 698 TONS OPERATING NORTHBOUND FROM DUNDALK MARINE TERMINAL INTO B","AYVIEW YARD ON THE PRESIDENTS STREET I.T. RECIEVED INSTRUCTIONS FROM THE BALTIMORE YARDMASTER TO ENT","ER ON THE TRAPPE ROAD TRACK SUBSEQUENTLY STRIKINGOVERHEAD CSXT RAILWAY BRIDGE AND DAMAGING THE BRIDG","E AS WELL AS 7 LOADED MULTILEVEL CARS. (NO LADING DAMAGE).","","","","","","","","","","","","0","39.286565","-76.559737","2","5","K","","","PRESIDENT ST.TK.",
"19","04","NS","133774","","","","","19","04","NS","133774","","","19","04","30","4","5","PM","12","0","0","0","0","","BALTIMORE","IP001.","24","75","3","1","007","R","HB90","1","0","7","Y","CT 58","1","0000","2","TBOX","663359","011","Y","","","000","","2","0","0","0","0","0","0","0","0","0","9","0","7","0","0","0","0","0","0","0","16500","0","H312","","0","0","0","0","H312","2","1","007","16500","","24C005","0","000000","0","1","0","1","0","09","40","09","40","1","2","","1","","","","212","","2019","0","0","0","0","0","0","BALTIMORE","005","","","","N","OTH","000-000-000","HB90 SWITCHING WITH 2 UNITS, 9 LOADS, AND 7 EMPTIES FREE ROLLED A SERIES OF CARS INTO CT58 TRACK WHE","N NS 994810 BYPASSED COUPLERS WITH TBOX 663359, RESULTING IN DAMAGE TO TBOX 663359 AND NS 994810. NO","DERAILMENT.","","","","","","","","","","","","","0","39.286565","-76.559737","2","5","K","","","PRESIDENT ST.TK.",
"19","03","NS","133136","","","","","19","03","NS","133136","","","19","03","08","11","24","AM","01","0","0","0","0","","ROLLING PRAIRIE","CD460.","18","37","2","1","046","R","B09B","4","1605","1","Y","DOUBLE-CHICAGO MAIN","5","0066","1","INLX","020049","041","N","INLX","020049","041","N","2","0","0","0","0","0","0","0","0","0","3","0","50","0","0","0","0","8","0","0","312368","25745","E33C","","0","0","0","0","E33C","1","5","046","338113","","18C091","0","000000","0","1","0","1","0","03","24","03","24","1","4","","1","","","","121","","2019","0","0","0","0","0","0","LA PORTE","091","","","","N","CWR","000-000-000","B09B308 PULLING WEST WHEN COUPLER PULLED OUT ON B-END OF INLX 020049, DERAILING 42ND THROUGH 50TH HE","AD CARS. NO INJURIES.","","","","","","","","","","","","","","0","41.641386","-86.669533","1","1","Q","","","CHICAGO LINE",
"19","02","BNSF","CA0219108","","","","","19","02","BNSF","CA0219108","","","19","02","14","9","15","AM","01","0","0","0","0","","CORONA","23.3","06","65","2","1","009","R","RCAL","3","0","8","Y","4317","1","","2","BNSF","003189","001","","","","000","","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10500","15000","H307","H702","0","0","0","0","H307","2","1","009","25500","","06C065","0","000000","0","1","0","1","1","05","15","05","15","1","7","","1","","","","216","","2019","0","0","0","0","0","0","RIVERSIDE","065","00","00","","N","OTH","000-000-000","R-CAL014-14 DERAILED 1 LOCOMOTIVE WHILE SHOVING A LIGHT POWER CONSIST IN YARD TRACK 4317 DUE TO FAIL","URE TO CONTROL SHOVE MOVE IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH.  NO HAZARDOUS MATERIAL","S WERE RELEASED.","","","","","","","","","","","","","0","33.8795","-117.551616","2","5","K","","","SAN BERNARDINO",
"19","04","CSO","CSO031719R","19","04","CSO","CSO031719R","19","04","ATK","158682","","","19","04","26","3","45","AM","01","0","0","0","0","","NEW HAVEN","7.0","09","54","4","1","008","R","CSO1","1","2045","1","Y","2","4","","1","FICX","008735","015","N","","","000","","1","0","0","0","0","0","0","0","0","0","9","0","2","6","0","0","0","0","1","0","0","0","T110","","0","0","0","0","E59C","1","4","008","49216","","09C009","0","000000","0","1","","1","","04","15","04","15","2","1","","3","","","","318","","2019","0","0","0","0","0","0","NEW HAVEN","009","","","","N","OTH","000-000-000","AMTRAK CALLED TO INFORM THAT THEY FOUND WHAT APPEARED TO BE DERAILMENT MARKS NEAR A TURNOUT.  CSO 1","REPORTED NOTHING OUT OF THE ORDINARY WITH THEIR TRAIN IN THAT AREA AND AFTER INSPECTING THE CARS BEI","NG DELIVERED TO CSX FOUND THAT THE FICX 8735 MAY HAVE DERAILED BUT HAD NO DAMAGE AND WAS BEING SHIPP","ED TO BE SCRAPPED.","","","","","","","","","","","","0","41.30825","-72.924156","1","1","","","","MRS",
"19","06","PW","PWR071419A","","","","","19","06","PW","PWR071419A","","","19","06","05","9","45","PM","09","0","0","0","0","","JEWETT CITY","19","09","68","2","1","035","E","NR2","2","6100","1","Y","NORWICH MAIN","3","3.172","1","PW","003908","001","Y","","","000","","3","0","0","0","0","0","0","0","0","0","44","0","4","0","0","0","0","0","0","0","26000","0","M199","","0","0","0","0","M199","1","3","035","26000","","09C011","0","000000","0","1","","1","","01","45","01","45","1","1","","3","","","","116","","2019","0","0","0","0","0","0","NEW LONDON","011","","","","","OTH","000-000-000","NR2 STRUCK A LARGE TREE WHILE TRAVERSING THE NORWICH SUBDIVISION SEVERELY DAMAGING THE UPPER CAB ARE","A OF THE PW 3908","","","","","","","","","","","","","","0","41.58066","-71.992361","2","2","","","","NORWICH",
"19","02","ATK","157688","","","","","19","02","ATK","157688","","","19","02","19","8","40","PM","01","0","0","0","0","","NEW HAVEN","0072.3","09","26","4","1","001","R","840","3","0","3","Y","26","1","","2","CDOT","000840","001","","","","000","","1","0","0","1","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","18580","0","H992","H303","0","0","0","0","H992","2","1","001","18580","","09C009","0","000000","0","1","0","0","0","05","24","","","1","1","","6","","","","393","","2019","0","0","0","0","0","0","NEW HAVEN","009","","00","","N","OTH","","BOSTON CETC REPORTED THAT MECHANICAL FORCES WERE MAKING A SHOP MOVE WITH CDOT EQUIPMENT E/CT840 IN T","HE LEAD, 4 COACHES AND E/CT1740 TRAILING.  WHILE MOVING OUT OF THE SHOP ON 26 TRACK E/CT840 WENT OVE","R A DERAIL IN THE DERAILING POSITION.  E/CT840 DERAILED AXLE NUMBER ONE AND THE LOCOMOTIVE STAYED UP","RIGHT.  THERE WERE NO INJURIES TO REPORT.  NRC REPORT # 1238119 WAS COMPLETED FOR THIS EVENT.","","","","","","","","","","","","0","41.294008","-72.927844","2","5","L","","","SOSS",
"19","04","ATK","158682","19","04","CSO","CSO031719R","19","04","ATK","158682","","","19","04","26","5","37","AM","01","0","0","0","0","","NEW HAVEN","0007.0","09","54","1","1","000","","","","0","","","TRACK 2","4","","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49216","E59C","","0","0","0","0","E59C","1","4","008","49216","","09C009","0","000000","0","0","0","0","0","","","","","1","1","","6","","","","168","","2019","0","0","0","0","0","0","NEW HAVEN","009","","","","","OTH","","NORTHBOUND CSO-1, WITH TWO LOCOMOTIVES AND 17 CARS, DERAILED AND THEN RE-RAILED ONE CAR NORTH OVER A","SWITCH.  THERE WAS SIGNIFICANT DAMAGE TO THE SWITCH, RAIL AND TIES.","","","","","","","","","","","","","","","41.30825","-72.924156","1","1","G","J","","NEC",
"19","06","MNCW","201973","","","","","19","06","MNCW","201973","","","19","06","20","7","5","AM","09","0","0","0","0","","NORWALK","43.0","09","70","1","1","039","R","1504","3","0","D","Y","TRACK 2","4","5.30","1","MNCW","009178","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","14854","0","H999","M404","0","0","0","0","H999","1","4","039","14904","","09C001","0","000000","0","1","0","1","0","01","40","01","37","3","1","","6","","","","283","","2019","0","0","0","0","0","0","FAIRFIELD","001","","","","Y","CWR","000-000-000","EASTBOUND TRAIN 1504 ON TRACK 2 STRUCK THE LEFT WING OF HERZOG'S BALLAST REGULATOR BR860-567 THAT WS","A STATIONARY ON TRACK 4. DAMAGED CAUSED TO 7/8 CARS IS CONSIST. THE LEFT WING OF THE BALLAST REGULAT","OR WAS NOT FULLY LOCKED AND SECURED BY OPERATOR, ALLOWING THE WING TO FOUL TRACK 4.","","","","","","","","","","","","","0","41.109786","-73.391397","1","1","A","B","Q","NEW HAVEN LINE",
"19","06","MNCW","201973","","","","","19","06","MNCW","201973","","","19","06","20","7","5","AM","09","0","0","0","0","","NORWALK","43.0","09","70","1","1","000","E","BR86","3","0","A","N","TRACK 4","4","10.86","1","BR","860567","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","50","0","H999","M404","0","0","0","0","H999","1","4","039","14904","","09C001","0","000000","0","0","0","0","0","","","","","1","1","","6","","","","283","","2019","0","0","0","0","0","0","FAIRFIELD","001","","","","N","CWR","000-000-000","EASTBOUND TRAIN 1504 ON TRACK 2 STRUCK THE LEFT WING OF HERZOG'S BALLAST REGULATOR BR860-567 THAT WS","A STATIONARY ON TRACK 4. DAMAGED CAUSED TO 7/8 CARS IS CONSIST. THE LEFT WING OF THE BALLAST REGULAT","OR WAS NOT FULLY LOCKED AND SECURED BY OPERATOR, ALLOWING THE WING TO FOUL TRACK 4.","","","","","","","","","","","","","0","41.109786","-73.391397","1","1","A","B","Q","NEW HAVEN LINE",
"19","06","NS","134260","","","","","19","06","NS","134260","","","19","06","10","4","20","AM","01","0","0","0","0","","DAYTON","SP252.","18","72","1","3","007","R","14ED","3","6691","1","Y","SB02","1","0000","2","KBSR","047168","026","Y","","","000","","2","0","0","0","0","0","0","0","0","0","52","0","0","0","0","7","0","0","0","0","41851","2500","T110","","0","0","0","0","T110","2","1","007","44351","","18C157","0","000000","0","1","0","1","0","02","","02","","1","4","","1","","","","252","","2019","0","0","0","0","0","0","TIPPECANOE","157","","","","N","CWR","000-000-000","14E SHOVING 52 LOADS INTO SB02 WHEN GAGE OPENED UNDER MOVMENT CAUSING THE KBSR 47168 (R3,R4,L3,L4) K","BSR 76594 (ALL WHEELS) KBSR 76465 (R2,L2) KBSR 470144 (L3) KBSR 47390 (R1,L2,L3,L4) KBSR 23522 (L1,L","3,L4,R2,R3,R4) KBSR 470064 (L1,L2,R1,R2) TO DERAILL.","","","","","","","","","","","","","0","40.374415","-86.831992","2","5","K","","","FRANKFORT",
"19","05","CSX","000183301","19","05","DREI","190531003","19","05","CSX","000183301","","","19","05","31","3","15","PM","01","0","0","0","0","","TERRE HAUTE","0071.0","18","70","2","1","000","","","4","0","","","STAMPER","1","0000.0","2","","","000","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51420","T202","","0","0","0","0","T202","2","1","000","51420","","18C167","0","000000","0","0","0","0","0","","","","","1","4","","1","","","","233","","2019","0","0","0","0","0","0","VIGO","167","00","00","","N","OTH","000-000-000","DECATUR AND EASTERN ILLINOIS RR WAS SHOVING BACK WITH 51 CARS , DERAILED THE LEADING 6 CARS OF THE S","HOVE. BROKEN RAIL WAS THE DETERMINED TO BE THE ROUTE CAUSE.  DECATUR AND EASTERN ILLINOIS RR SUSTAIN","ED $186,910 IN EQUIPMENT DAMAGES.","","","","","","","","","","","","","","39.476401","-87.402992","2","5","","","","ST LOUIS LINE",
"19","05","WC","997544","","","","","19","05","WC","997544","","","19","05","03","5","50","AM","12","0","0","0","0","","GARY","46.00","18","50","1","1","012","E","YKKY","4","129","5","Y","TR MATTESON 0.45 KW1","1","60.90","2","GCLX","008059","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12057","0","H993","","0","0","0","0","H993","2","1","012","12057","","18C089","0","000000","0","1","0","0","0","06","50","","","1","4","","6","","","","249","","2019","0","0","0","0","0","0","LAKE","089","","","","N","","000-000-000","DURING NORMAL, HUMPING OPERATIONS THE YARDMASTER PLACED THE HUMP SYSTEM INTO TRIM MODE, AND MANUALLY","OPERATED THE RETARDERS, WHICH CAUSED GLCK8059 TO ROLL DOWN THE HILL UNRETARTED INTO TILX891969 STAL","LED ON THE LEAD. DAMAGE TO GLCK8059 WAS REPORTED.","","","","","","","","","","","","","0","41.62868","-87.415559","2","5","","","","MATTESON",
"19","08","PAL","20191AUGD","","","","","19","08","NS","135321","","","19","08","30","3","29","AM","01","0","0","0","0","","LOUISVILLE","NS 274","21","73","4","1","007","R","LSX1","1","2450","1","Y","NS/PAL CONNECTION","X","","1","NS","008101","101","N","","","000","","2","0","0","1","0","0","0","0","0","0","0","0","98","0","0","0","0","3","0","0","15000","0","H306","H702","0","0","0","0","H306","1","X","007","15000","","21C111","0","000000","0","1","0","1","0","01","31","01","31","1","3","","2","","","","208","","2019","0","0","0","0","0","0","JEFFERSON","111","","","","N","CWR","000-000-000","P&L CREW WAS SHOVING FROM NS TRACK INTO THE P&L LOUISVILLE YARD.  CREW LOST RADIO COMMUNICATION AND","FAILED TO STOP TRAIN WHEN SHOVING INTO L01 AND STRUCK A CUT OF STANDING CARS.  THIS CAUSED 3 CARS TO","DERAIL.","","","","","","","","","","","","","0","38.230998","-85.777618","1","1","Q","G","R","SYSTEM",
"19","04","CSX","000182476","","","","","19","04","CSX","000182476","","","19","04","19","12","30","PM","12","0","0","0","0","","CUMBERLAND","0178.0","24","70","2","3","004","E","","4","0","6","N","W07","1","0000.0","2","SHQX","005333","030","Y","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","19","0","0","0","0","0","0","0","3431","0","H018","H302","0","0","0","0","H018","2","1","004","15811","","24C001","0","000000","0","0","0","0","0","","","","","3","2","","1","","","","512","","2019","0","0","0","0","0","0","ALLEGANY","001","00","00","","N","CWR","000-000-000","Y29018 FAILED TO SECURE W06 AND KICKED CARS INTO THE TRACK CAUSING THE CUT TO ROLL Ÿ¾ OF A CAR LENGT","H PAST THE CLEARANCE POINT ON THE EAST END. THE REST OF THE CUT OF CARS THEY WERE SWITCHING FROM WAS","IN W07 HANGING BACK TOWARDS THE RECEIVING YARD. THE Y19019 THEN TOOK OVER AND WHEN THEY PULLED THE","NEXT CUT UP TO SWITCH FROM W07 THE FOREMAN NOTICED DAMAGE TO A CAR AND REPORTED IT. FURTHER INVESTIG","ATION SHOWED THAT 3 CARS WERE DAMAGED BY SIDE SWIPE FROM W06 BEING OUT OF CLEARANCE DUE TO IT NOT BE","ING SECURED.","","","","","","","","","","0","39.644504","-78.760839","2","5","","","","CUMBERLAND TERMINAL",
